                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.89786,                 1.9579,                0.95974,                0.15483,                      1,                  0.595,                0.13607,                      0,                    inf,                      0,               0.067894,              0.0028936,              0.0028936
                     36,                0.91642,                 1.8303,                 0.9658,                 0.4793,                 0.4793,                0.41417,                0.15834,                      0,                    inf,                      0,               0.066958,              0.0029585,              0.0029585
                     37,                 1.3198,                 1.6123,                0.99551,                 0.4793,                 0.4793,                0.41417,                0.15834,                      0,                    inf,                      0,               0.066022,              0.0030223,              0.0030223
                     38,                0.92632,                 1.9736,                0.87068,                0.00843,                      1,                0.41417,                0.05259,                      0,                    inf,                      0,               0.065085,              0.0030852,              0.0030852
                     39,                0.93813,                 2.1945,                 1.1366,                0.00843,                      1,                0.41417,                0.05259,                      0,                    inf,                      0,               0.064147,              0.0031471,              0.0031471
                     40,                0.98898,                 2.2216,                 1.2138,                0.00333,                      1,                 0.3725,                0.07758,                      0,                    inf,                      0,               0.063208,               0.003208,               0.003208
                     41,                 0.8788,                 1.7809,                0.91491,                0.00333,                      1,                 0.3725,                0.07758,                      0,                    inf,                      0,               0.062268,              0.0032679,              0.0032679
                     42,                0.85616,                 1.5021,                 0.9466,                0.00333,                      1,                0.08707,                0.04312,                      0,                    inf,                      0,               0.061327,              0.0033268,              0.0033268
                     43,                 1.2121,                 1.2041,                0.95126,                0.00333,                      1,                0.08707,                0.04312,                      0,                    inf,                      0,               0.060385,              0.0033847,              0.0033847
                     44,                0.82495,                 1.7051,                 0.9512,                0.00808,                      1,                0.39036,                0.18094,                      0,                    inf,                      0,               0.059442,              0.0034417,              0.0034417
                     45,                0.88491,                 1.3375,                0.96276,                0.00808,                      1,                0.39036,                0.18094,                      0,                    inf,                      0,               0.058498,              0.0034976,              0.0034976
                     46,                0.86122,                 1.5332,                0.90025,                0.00333,                      1,                   0.62,                 0.2467,                      0,                    inf,                      0,               0.057553,              0.0035526,              0.0035526
                     47,                 1.1073,                 1.2128,                 0.9652,                0.00333,                      1,                   0.62,                 0.2467,                      0,                    inf,                      0,               0.056607,              0.0036065,              0.0036065
                     48,                 1.1113,                 1.7707,                  1.145,                0.00333,                      1,                0.63786,                0.20569,                      0,                    inf,                      0,                0.05566,              0.0036595,              0.0036595
                     49,                0.66447,                 1.3381,                 1.0704,                0.00333,                      1,                0.63786,                0.20569,                      0,                    inf,                      0,               0.054712,              0.0037115,              0.0037115
                     50,                0.73215,                 2.4094,                0.84504,                0.00333,                      1,                0.30786,                0.11435,                      0,                    inf,                      0,               0.053763,              0.0037625,              0.0037625
                     51,                 0.9986,                 1.4208,                 1.1613,                0.00333,                      1,                0.30786,                0.11435,                      0,                    inf,                      0,               0.052813,              0.0038125,              0.0038125
                     52,                 1.0155,                 1.8878,                 1.0581,                0.00333,                      1,                0.30786,                0.11435,                      0,                    inf,                      0,               0.051862,              0.0038615,              0.0038615
                     53,                0.94117,                 1.3639,                0.88301,                0.00333,                      1,                   0.29,                0.10055,                      0,                    inf,                      0,                0.05091,              0.0039095,              0.0039095
                     54,                0.76035,                 1.2149,                0.87007,                0.00333,                      1,                   0.29,                0.10055,                      0,                    inf,                      0,               0.049957,              0.0039566,              0.0039566
                     55,                0.84772,                 1.3769,                0.92323,                0.00333,                      1,                   0.29,                0.10055,                      0,                    inf,                      0,               0.049003,              0.0040026,              0.0040026
                     56,                 0.9273,                 1.2025,                0.95011,                0.00333,                      1,                 0.4975,                0.18238,                      0,                    inf,                      0,               0.048048,              0.0040477,              0.0040477
                     57,                0.67353,                 1.1668,                0.80569,                0.00333,                      1,                 0.4975,                0.18238,                      0,                    inf,                      0,               0.047092,              0.0040917,              0.0040917
                     58,                0.77092,                 1.0829,                0.79085,                0.00333,                      1,                 0.4975,                0.18238,                      0,                    inf,                      0,               0.046135,              0.0041348,              0.0041348
                     59,                 1.1108,                 1.8841,                 1.0835,                0.00333,                      1,                0.20708,                0.07875,                      0,                    inf,                      0,               0.045177,              0.0041769,              0.0041769
                     60,                 1.0844,                 1.4262,                0.83381,                0.00333,                      1,                0.20708,                0.07875,                      0,                    inf,                      0,               0.044218,               0.004218,               0.004218
                     61,                 0.8643,                 1.5234,                 1.0199,                0.00333,                      1,                0.20708,                0.07875,                      0,                    inf,                      0,               0.043258,              0.0042581,              0.0042581
                     62,                0.94811,                 1.1608,                0.95197,                0.00333,                      1,                0.17133,                0.06854,                      0,                    inf,                      0,               0.042297,              0.0042972,              0.0042972
                     63,                0.83233,                 1.2746,                 1.0086,                0.00333,                      1,                0.17133,                0.06854,                      0,                    inf,                      0,               0.041335,              0.0043353,              0.0043353
                     64,                0.96027,                 1.2234,                 1.0282,                0.00333,                      1,                0.17133,                0.06854,                      0,                    inf,                      0,               0.040372,              0.0043725,              0.0043725
                     65,                0.82155,                 2.0857,                 1.0437,                0.00333,                      1,                0.16922,                0.10077,                      0,                    inf,                      0,               0.039409,              0.0044086,              0.0044086
                     66,                 1.5713,                 1.8127,                 1.2851,                0.00333,                      1,                0.16922,                0.10077,                      0,                    inf,                      0,               0.038444,              0.0044438,              0.0044438
                     67,                  1.296,                 1.4194,                 1.1525,                0.00333,                      1,                0.16922,                0.10077,                      0,                    inf,                      0,               0.037478,              0.0044779,              0.0044779
                     68,                 1.4043,                 1.8336,                 1.0792,                0.00333,                      1,                0.25165,                0.12508,                      0,                    inf,                      0,               0.036511,              0.0045111,              0.0045111
                     69,                 1.0537,                 1.3787,                 1.1756,                0.00333,                      1,                0.25165,                0.12508,                      0,                    inf,                      0,               0.035543,              0.0045433,              0.0045433
                     70,                 1.3143,                  1.409,                 1.0593,                0.00333,                      1,                0.25165,                0.12508,                      0,                    inf,                      0,               0.034574,              0.0045745,              0.0045745
                     71,                 1.0552,                 2.0985,                 1.0571,                0.00333,                      1,                0.16913,                0.08417,                      0,                    inf,                      0,               0.033605,              0.0046047,              0.0046047
                     72,                 1.0478,                 2.2818,                 1.1428,                0.00333,                      1,                0.16913,                0.08417,                      0,                    inf,                      0,               0.032634,              0.0046339,              0.0046339
                     73,                 1.1032,                 1.6884,                 1.0544,                0.00333,                      1,                0.16913,                0.08417,                      0,                    inf,                      0,               0.031662,              0.0046621,              0.0046621
                     74,                 1.4565,                 1.6573,                 1.0949,                0.00333,                      1,                0.10562,                0.05318,                      0,                    inf,                      0,               0.030689,              0.0046894,              0.0046894
                     75,                  1.015,                  2.137,                 1.4592,                0.00333,                      1,                0.10562,                0.05318,                      0,                    inf,                      0,               0.029716,              0.0047156,              0.0047156
                     76,                0.79029,                 1.8183,                 1.1198,                0.00333,                      1,                0.10562,                0.05318,                      0,                    inf,                      0,               0.028741,              0.0047409,              0.0047409
                     77,                 1.1937,                  1.368,                 1.0957,                0.00333,                      1,                0.15308,                 0.0767,                      0,                    inf,                      0,               0.027765,              0.0047651,              0.0047651
                     78,                 1.0499,                 1.4046,                 1.1333,                0.00333,                      1,                0.15308,                 0.0767,                      0,                    inf,                      0,               0.026788,              0.0047884,              0.0047884
                     79,                 1.2015,                  1.547,                  1.008,                0.00333,                      1,                0.15308,                 0.0767,                      0,                    inf,                      0,               0.025811,              0.0048107,              0.0048107
                     80,                0.82402,                 1.5003,                0.92053,                0.00333,                      1,                0.15308,                0.05019,                      0,                    inf,                      0,               0.024832,               0.004832,               0.004832
                     81,                 1.0828,                 2.2714,                 1.2573,                0.00333,                      1,                0.15308,                0.05019,                      0,                    inf,                      0,               0.023852,              0.0048523,              0.0048523
                     82,                  1.439,                 1.6486,                 1.5712,                0.00333,                      1,                0.15308,                0.05019,                      0,                    inf,                      0,               0.022872,              0.0048716,              0.0048716
                     83,                 1.2844,                 1.3825,                  1.237,                0.00333,                      1,                0.22111,                0.10029,                      0,                    inf,                      0,                0.02189,              0.0048899,              0.0048899
                     84,                 1.1084,                 1.5727,                 1.0168,                0.00333,                      1,                0.22111,                0.10029,                      0,                    inf,                      0,               0.020907,              0.0049073,              0.0049073
                     85,                 1.4386,                 1.4819,                 1.3736,                0.00333,                      1,                0.22111,                0.10029,                      0,                    inf,                      0,               0.019924,              0.0049236,              0.0049236
                     86,                 1.1783,                 2.7237,                 1.6435,                0.00333,                      1,                0.22111,                0.10029,                      0,                    inf,                      0,               0.018939,               0.004939,               0.004939
                     87,                 1.3982,                 2.4518,                 1.1028,                0.00333,                      1,                  0.199,                0.07102,                      0,                    inf,                      0,               0.017953,              0.0049533,              0.0049533
                     88,                 1.4038,                 1.5784,                 1.3021,                0.00333,                      1,                  0.199,                0.07102,                      0,                    inf,                      0,               0.016967,              0.0049667,              0.0049667
                     89,                  1.258,                 1.9926,                 1.3895,                0.00333,                      1,                  0.199,                0.07102,                      0,                    inf,                      0,               0.015979,              0.0049791,              0.0049791
                     90,                 0.8392,                0.98125,                0.91843,                0.00333,                      1,                  0.199,                0.07102,                      0,                    inf,                      0,                0.01499,              0.0049905,              0.0049905
                     91,                 1.0591,                 1.2565,                 1.1142,                0.00333,                      1,                0.22111,                0.07901,                      0,                    inf,                      0,               0.014001,              0.0050009,              0.0050009
                     92,                 1.1661,                 2.6454,                 1.2317,                0.00333,                      1,                0.22111,                0.07901,                      0,                    inf,                      0,                0.01301,              0.0050103,              0.0050103
                     93,                 1.0196,                 1.3664,                 1.1845,                0.00333,                      1,                0.22111,                0.07901,                      0,                    inf,                      0,               0.012019,              0.0050187,              0.0050187
                     94,                 1.2022,                 1.1369,                 1.0096,                0.00333,                      1,                0.22111,                0.07901,                      0,                    inf,                      0,               0.011026,              0.0050262,              0.0050262
                     95,                 1.5233,                 2.6638,                  1.928,                0.00333,                      1,                0.24875,                0.06756,                      0,                    inf,                      0,               0.010033,              0.0050326,              0.0050326
                     96,                0.88016,                 2.2723,                 1.2537,                0.00333,                      1,                0.24875,                0.06756,                      0,                    inf,                      0,              0.0090381,              0.0050381,              0.0050381
                     97,                 1.0003,                 1.7697,                 1.0515,                0.00333,                      1,                0.24875,                0.06756,                      0,                    inf,                      0,              0.0080425,              0.0050425,              0.0050425
                     98,                 1.7244,                 1.4436,                 1.2616,                0.00333,                      1,                0.24875,                0.06756,                      0,                    inf,                      0,               0.007046,               0.005046,               0.005046
                     99,                 1.4148,                  1.822,                 1.0108,                0.00333,                      1,                0.56167,                0.17588,                      0,                    inf,                      0,              0.0060485,              0.0050485,              0.0050485
                    100,                 1.6075,                 1.3423,                 1.1642,                0.00333,                      1,                0.56167,                0.17588,                      0,                    inf,                      0,                0.00505,                0.00505,                0.00505
                    101,                 1.3957,                 1.5049,                0.99027,                0.00333,                      1,                0.56167,                0.17588,                      0,                    inf,                      0,                0.00505,                0.00505,                0.00505
                    102,                0.92062,                 2.1759,                 1.1232,                0.00333,                      1,                0.56167,                0.17588,                      0,                    inf,                      0,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.2094,                 1.7164,                 1.1503,                0.42384,                    0.5,                  0.595,                0.10904,                      0,                    inf,                      0,               0.004951,               0.004951,               0.004951
                    104,                 1.0803,                 1.9625,                 1.4126,                0.42384,                    0.5,                  0.595,                0.10904,                      0,                    inf,                      0,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.2018,                 1.6115,                 1.1143,                0.42384,                    0.5,                  0.595,                0.10904,                      0,                    inf,                      0,               0.004852,               0.004852,               0.004852
                    106,                 1.2109,                 1.6169,                 1.2426,                0.42384,                    0.5,                  0.595,                0.10904,                      0,                    inf,                      0,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.6679,                 1.7174,                 1.5237,                0.94632,                    0.5,                0.52833,                0.17092,                      0,                    inf,                      0,               0.004753,               0.004753,               0.004753
                    108,                 1.4383,                 1.3982,                 1.1789,                0.94632,                    0.5,                0.52833,                0.17092,                      0,                    inf,                      0,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.2363,                  1.552,                 1.2056,                0.94632,                    0.5,                0.52833,                0.17092,                      0,                    inf,                      0,               0.004654,               0.004654,               0.004654
                    110,                 1.5027,                 1.6425,                 1.4291,                0.94632,                    0.5,                0.52833,                0.17092,                      0,                    inf,                      0,              0.0046045,              0.0046045,              0.0046045
                    111,                   1.02,                 2.0169,                 1.2673,                0.93346,                    0.5,                0.52278,                0.16925,                      0,                    inf,                      0,               0.004555,               0.004555,               0.004555
                    112,                 1.7145,                 1.8419,                 1.6576,                0.93346,                    0.5,                0.52278,                0.16925,                      0,                    inf,                      0,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.1366,                 2.0881,                  1.344,                0.93346,                    0.5,                0.52278,                0.16925,                      0,                    inf,                      0,               0.004456,               0.004456,               0.004456
                    114,                  1.092,                 1.1191,                  1.004,                0.93346,                    0.5,                0.52278,                0.16925,                      0,                    inf,                      0,              0.0044065,              0.0044065,              0.0044065
                    115,                  1.064,                 1.6013,                 1.1801,                0.85704,                    0.5,                0.55056,                0.21724,                      0,                    inf,                      0,               0.004357,               0.004357,               0.004357
                    116,                 1.0318,                 1.2657,                 1.0036,                0.85704,                    0.5,                0.55056,                0.21724,                      0,                    inf,                      0,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.1335,                 1.7179,                 1.0182,                0.85704,                    0.5,                0.55056,                0.21724,                      0,                    inf,                      0,               0.004258,               0.004258,               0.004258
                    118,                 1.1688,                 2.1007,                 1.1722,                0.85704,                    0.5,                0.55056,                0.21724,                      0,                    inf,                      0,              0.0042085,              0.0042085,              0.0042085
                    119,                0.84963,                 1.2273,                0.98605,                0.91761,                    0.5,                0.55382,                0.21059,                      0,                    inf,                      0,               0.004159,               0.004159,               0.004159
                    120,                 1.6302,                 2.5394,                 1.7797,                0.91761,                    0.5,                0.55382,                0.21059,                      0,                    inf,                      0,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.5135,                 1.3043,                 1.1979,                0.91761,                    0.5,                0.55382,                0.21059,                      0,                    inf,                      0,                0.00406,                0.00406,                0.00406
                    122,                 1.5163,                 1.3087,                 1.1657,                0.91761,                    0.5,                0.55382,                0.21059,                      0,                    inf,                      0,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.3329,                 2.5293,                 1.4955,                0.88831,                    0.5,                0.53667,                0.25427,                      0,                    inf,                      0,               0.003961,               0.003961,               0.003961
                    124,                 1.1832,                 1.1192,                 1.0059,                0.88831,                    0.5,                0.53667,                0.25427,                      0,                    inf,                      0,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.0843,                 1.9756,                 1.0336,                0.88831,                    0.5,                0.53667,                0.25427,                      0,                    inf,                      0,               0.003862,               0.003862,               0.003862
                    126,                 1.2316,                 1.4477,                  1.241,                0.88831,                    0.5,                0.53667,                0.25427,                      0,                    inf,                      0,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.0155,                 2.0002,                 1.4907,                0.00678,                      1,                0.56167,                0.12644,                      0,                    inf,                      0,               0.003763,               0.003763,               0.003763
                    128,                 1.5913,                 1.3579,                 1.1624,                0.00678,                      1,                0.56167,                0.12644,                      0,                    inf,                      0,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.1286,                 2.1055,                 1.2811,                0.00678,                      1,                0.56167,                0.12644,                      0,                    inf,                      0,               0.003664,               0.003664,               0.003664
                    130,                 1.6368,                  2.335,                 1.7078,                0.00678,                      1,                0.56167,                0.12644,                      0,                    inf,                      0,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.7347,                 1.4165,                 1.0623,                0.00333,                      1,                0.58591,                0.16799,                      0,                    inf,                      0,               0.003565,               0.003565,               0.003565
                    132,                 1.0269,                 1.2078,                 1.1011,                0.00333,                      1,                0.58591,                0.16799,                      0,                    inf,                      0,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.1311,                 1.8722,                 1.3067,                0.00333,                      1,                0.58591,                0.16799,                      0,                    inf,                      0,               0.003466,               0.003466,               0.003466
                    134,                 1.2093,                 1.6607,                 1.2082,                0.00333,                      1,                0.58591,                0.16799,                      0,                    inf,                      0,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.9032,                 1.4827,                  1.203,                0.00333,                      1,                0.60611,                0.11996,                      0,                    inf,                      0,               0.003367,               0.003367,               0.003367
                    136,                 1.0463,                 1.3253,                0.99996,                0.00333,                      1,                0.60611,                0.11996,                      0,                    inf,                      0,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.0502,                 1.4442,                 1.0017,                0.00333,                      1,                0.60611,                0.11996,                      0,                    inf,                      0,               0.003268,               0.003268,               0.003268
                    138,                 1.2099,                 1.6629,                 1.1295,                0.00333,                      1,                0.60611,                0.11996,                      0,                    inf,                      0,              0.0032185,              0.0032185,              0.0032185
                    139,                0.94727,                  2.467,                 1.3026,                0.47519,                    0.5,                0.63786,                0.12953,                      0,                    inf,                      0,               0.003169,               0.003169,               0.003169
                    140,                 1.2537,                 2.3077,                 1.1239,                0.47519,                    0.5,                0.63786,                0.12953,                      0,                    inf,                      0,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.0594,                 1.3397,                 1.0691,                0.47519,                    0.5,                0.63786,                0.12953,                      0,                    inf,                      0,                0.00307,                0.00307,                0.00307
                    142,                 1.0838,                 2.0051,                 1.2124,                0.47519,                    0.5,                0.63786,                0.12953,                      0,                    inf,                      0,              0.0030205,              0.0030205,              0.0030205
                    143,                0.95767,                 1.6816,                 1.0671,                0.83879,                    0.5,                0.55382,                0.18289,                      0,                    inf,                      0,               0.002971,               0.002971,               0.002971
                    144,                0.99497,                 1.7476,                 1.2725,                0.83879,                    0.5,                0.55382,                0.18289,                      0,                    inf,                      0,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.1263,                 1.7009,                 1.2782,                0.83879,                    0.5,                0.55382,                0.18289,                      0,                    inf,                      0,               0.002872,               0.002872,               0.002872
                    146,                 1.0536,                 1.4385,                 1.0636,                0.83879,                    0.5,                0.55382,                0.18289,                      0,                    inf,                      0,              0.0028225,              0.0028225,              0.0028225
                    147,                  1.219,                   1.57,                 1.0981,                0.80341,                    0.5,                   0.62,                0.14765,                      0,                    inf,                      0,               0.002773,               0.002773,               0.002773
                    148,                 1.3108,                 1.5034,                  1.123,                0.80341,                    0.5,                   0.62,                0.14765,                      0,                    inf,                      0,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.1199,                 1.2638,                 1.0226,                0.80341,                    0.5,                   0.62,                0.14765,                      0,                    inf,                      0,               0.002674,               0.002674,               0.002674
                    150,                 1.0825,                 1.5703,                 1.1111,                0.80341,                    0.5,                   0.62,                0.14765,                      0,                    inf,                      0,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.0738,                 1.2542,                 1.1345,                0.93726,                    0.5,                  0.545,                0.14751,                      0,                    inf,                      0,               0.002575,               0.002575,               0.002575
                    152,                 1.2301,                 2.0699,                 1.3996,                0.93726,                    0.5,                  0.545,                0.14751,                      0,                    inf,                      0,              0.0025255,              0.0025255,              0.0025255
                    153,                  1.072,                 1.2643,                 1.1664,                0.93726,                    0.5,                  0.545,                0.14751,                      0,                    inf,                      0,               0.002476,               0.002476,               0.002476
                    154,                 1.3378,                  1.657,                 1.3651,                0.93726,                    0.5,                  0.545,                0.14751,                      0,                    inf,                      0,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.2677,                 1.4689,                 1.0496,                0.95196,                    0.5,                0.55056,                0.14918,                      0,                    inf,                      0,               0.002377,               0.002377,               0.002377
                    156,                 1.0881,                 1.6311,                 1.2587,                0.95196,                    0.5,                0.55056,                0.14918,                      0,                    inf,                      0,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.5309,                 1.5016,                 1.1747,                0.95196,                    0.5,                0.55056,                0.14918,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
                    158,                  1.155,                 1.6591,                 1.4994,                0.95196,                    0.5,                0.55056,                0.14918,                      0,                    inf,                      0,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.3236,                 1.5986,                 1.2595,                0.94364,                    0.5,                0.57192,                0.17226,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
                    160,                0.96683,                 1.0492,                0.98876,                0.94364,                    0.5,                0.57192,                0.17226,                      0,                    inf,                      0,              0.0021295,              0.0021295,              0.0021295
                    161,                0.79556,                 1.4777,                 1.0249,                0.94364,                    0.5,                0.57192,                0.17226,                      0,                    inf,                      0,                0.00208,                0.00208,                0.00208
                    162,                 1.0709,                  1.251,                0.90673,                0.94364,                    0.5,                0.57192,                0.17226,                      0,                    inf,                      0,              0.0020305,              0.0020305,              0.0020305
                    163,                  1.302,                 1.4475,                 1.1413,                0.46811,                    0.5,                0.31417,                0.12796,                      0,                    inf,                      0,               0.001981,               0.001981,               0.001981
                    164,                 1.0441,                 1.4413,                 1.0901,                0.46811,                    0.5,                0.31417,                0.12796,                      0,                    inf,                      0,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.0068,                 1.4442,                0.95763,                0.46811,                    0.5,                0.31417,                0.12796,                      0,                    inf,                      0,               0.001882,               0.001882,               0.001882
                    166,                 1.0793,                 1.8917,                 1.2515,                0.46811,                    0.5,                0.31417,                0.12796,                      0,                    inf,                      0,              0.0018325,              0.0018325,              0.0018325
                    167,                0.99777,                 1.6196,                 1.2047,                0.46837,                    0.5,                 0.3475,                0.09581,                      0,                    inf,                      0,               0.001783,               0.001783,               0.001783
                    168,                 1.0668,                 1.4206,                 1.1393,                0.46837,                    0.5,                 0.3475,                0.09581,                      0,                    inf,                      0,              0.0017335,              0.0017335,              0.0017335
                    169,                0.90791,                  1.078,                0.97315,                0.46837,                    0.5,                 0.3475,                0.09581,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                    170,                0.93433,                 1.3735,                 1.0941,                0.46837,                    0.5,                 0.3475,                0.09581,                      0,                    inf,                      0,              0.0016345,              0.0016345,              0.0016345
